Référence Chantier;Code postal arrondissement - Commune;Date début du chantier;Date fin du chantier;Responsable du chantier;Maîtrise d'ouvrage principale;Surface (m2);Synthèse - Nature du chantier;Encombrement espace public;Impact stationnement;Identifiant demande CITE;Identifiant Chantier CITE;geo_shape;geo_point_2d
EC417797;75009;2024-10-28;2025-05-30;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;26.74;Construction ou réhabilitation d'immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;885440;272460;"{""coordinates"": [[[2.3467236183966667, 48.87255751880001], [2.346743720316886, 48.872691605685496], [2.346768280845197, 48.872690323261885], [2.3467475653968273, 48.872556233032455], [2.3467236183966667, 48.87255751880001]]], ""type"": ""Polygon""}";48.87262420033538, 2.3467458394171388
EC418042;75013;2024-10-29;2024-10-29;Ville de Paris (Tvx sur espace ou édifice public);Ville de Paris (autres);0.01;Travaux sur édifice public (VdP*);EMPRISE_CHAUSSEE;;878857;267024;"{""coordinates"": [[[2.3790073272766508, 48.82671481174424], [2.379008700263117, 48.82671527395634], [2.379005969210437, 48.82671298256295], [2.3790073272766508, 48.82671481174424]]], ""type"": ""Polygon""}";48.82671435608785, 2.379007332250068
EC418254;75001;2024-10-21;2024-11-20;Opérateurs de réseau (gaz-électricité-RATP-etc);GRDF;0.38;Travaux sur réseau de gaz;EMPRISE_TROTTOIR;;885940;272871;"{""coordinates"": [[[2.336970753216907, 48.86575228943056], [2.336962675757962, 48.8657542691084], [2.3369652888296155, 48.86575984873253], [2.33697221262467, 48.86575811627876], [2.336970753216907, 48.86575228943056]]], ""type"": ""Polygon""}";48.86575605953528, 2.3369677029395612
EC418395;75012;2024-10-14;2025-01-14;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;11.94;Construction ou réhabilitation d'immeuble;EMPRISE_CHAUSSEE;ZONE_LIVRAISON;885969;272901;"{""coordinates"": [[[2.3888232832984007, 48.84549363084703], [2.3888026862334257, 48.84548498712814], [2.3887460713541464, 48.84553251218382], [2.3887753454530065, 48.84553664590103], [2.3888232832984007, 48.84549363084703]]], ""type"": ""Polygon""}";48.84551228791426, 2.388786140400007
EC418767;75010;2024-10-14;2025-02-28;Opérateurs de réseau (gaz-électricité-RATP-etc);SPL PARISEINE;92.24;;EMPRISE_CHAUSSEE;;886324;273193;"{""coordinates"": [[[2.36174468313905, 48.88191395875222], [2.3617845462673985, 48.88191619475208], [2.361824714180618, 48.8816431951791], [2.3617817572329303, 48.881642966190675], [2.36174468313905, 48.88191395875222]]], ""type"": ""Polygon""}";48.88177754852079, 2.3617841691107295
EC418846;75011;2024-10-28;2024-12-20;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;9.15;Construction ou réhabilitation d'immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;886365;273231;"{""coordinates"": [[[2.3697974504149464, 48.86657950353956], [2.3698247767043887, 48.86654841958864], [2.3697976073967726, 48.866538018643666], [2.3697706245612076, 48.86656933282997], [2.3697974504149464, 48.86657950353956]]], ""type"": ""Polygon""}";48.86655877726902, 2.369797643619678
EC418917;75001;2024-10-15;2024-11-15;Tiers (travaux sur bâtiment);PERSONNE PHYSIQUE;8.15;Construction ou réhabilitation d'immeuble;EMPRISE_TROTTOIR;;886434;273286;"{""coordinates"": [[[2.3420296866146755, 48.85630852769131], [2.3420911691901263, 48.85624875662911], [2.342080887500422, 48.85624323563358], [2.3420180257353533, 48.856302999107065], [2.3420296866146755, 48.85630852769131]]], ""type"": ""Polygon""}";48.85627628952159, 2.3420545055080426
EC419002;75008;2024-10-21;2024-11-22;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;22.37;Construction ou réhabilitation d'immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;886529;273344;"{""coordinates"": [[[2.2998595417772134, 48.87330858120679], [2.299872063643816, 48.873327096368044], [2.299997578750603, 48.87328479868488], [2.2999826136071384, 48.873268317950625], [2.2998595417772134, 48.87330858120679]]], ""type"": ""Polygon""}";48.87329742684148, 2.2999274048260845
EC419423;75018;2024-10-09;2024-11-01;Ville de Paris (Tvx sur espace ou édifice public);Ville de Paris (autres);50.11;Travaux sur édifice public (VdP*);EMPRISE_CHAUSSEE;;886914;273652;"{""coordinates"": [[[2.343340410036744, 48.887428218807216], [2.3433190931419996, 48.887585472403295], [2.3433599593294905, 48.88758642587654], [2.34337741340766, 48.88742878596395], [2.343340410036744, 48.887428218807216]]], ""type"": ""Polygon""}";48.88750854047938, 2.3433490635122
EC419483;75013;2024-10-29;2024-10-31;Ville de Paris (Tvx sur espace ou édifice public);Direction de la Voirie et des Déplacements;31.83;Aménagement de voirie (VdP*);EMPRISE_CHAUSSEE;;886966;273693;"{""coordinates"": [[[2.354208164146803, 48.827494443948765], [2.3542905843239947, 48.82752221108153], [2.354294608356522, 48.827475784616304], [2.354210100982002, 48.827449371464475], [2.354208164146803, 48.827494443948765]]], ""type"": ""Polygon""}";48.82748546152411, 2.3542511727218414
EC419771;75001;2024-10-21;2024-12-20;Opérateurs de réseau (gaz-électricité-RATP-etc);ENEDIS;33.83;Travaux sur réseau électrique;EMPRISE_TROTTOIR;;887178;273861;"{""coordinates"": [[[2.3470714822783134, 48.85809999860889], [2.347170007849121, 48.858085167152524], [2.3471618600212327, 48.85804698574609], [2.34705732414786, 48.85805950724605], [2.3470714822783134, 48.85809999860889]]], ""type"": ""Polygon""}";48.858072835204275, 2.3471144750492674
EC419860;75020;2024-10-01;2024-12-31;Ville de Paris (Tvx sur espace ou édifice public);Direction de la Voirie et des Déplacements;2779.04;Végétalisation de l'espace public (VdP*);EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;887268;273927;"{""coordinates"": [[[2.4111847205168595, 48.851237193225806], [2.4111277975313348, 48.85138946086363], [2.4112720116084856, 48.85145050704368], [2.4113639361538497, 48.85140656110068], [2.411705192580919, 48.851433284579045], [2.411758127063177, 48.851481357880175], [2.411992421594388, 48.85135614545059], [2.412466994009434, 48.85118657587211], [2.4125742926407443, 48.85130891338788], [2.4126243933255864, 48.851302328785465], [2.412618621750504, 48.85120212004421], [2.412596493555241, 48.85117582772988], [2.412621650003893, 48.85093346840945], [2.4126131666273016, 48.85092090420802], [2.4125960972255767, 48.85090488302035], [2.4125667604775884, 48.85090587756829], [2.4124935310713664, 48.850974961354076], [2.4121367691832205, 48.85109957314602], [2.412023450095582, 48.85105234094828], [2.4117821034254288, 48.85119117992645], [2.411677988987935, 48.85124531255479], [2.4113867059768883, 48.851223388252436], [2.4113252247056978, 48.851168441258125], [2.4111847205168595, 48.851237193225806]]], ""type"": ""Polygon""}";48.8512353831216, 2.41192134313414
EC419872;75020;2024-10-28;2024-11-08;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;25.89;Construction ou réhabilitation d'immeuble;EMPRISE_TROTTOIR;;878975;273934;"{""coordinates"": [[[2.385975032701235, 48.86852165792789], [2.3860788825743757, 48.868568296124394], [2.386100713417587, 48.86854620882912], [2.386006306889688, 48.86850360406228], [2.385975032701235, 48.86852165792789]]], ""type"": ""Polygon""}";48.868535072785185, 2.386039971049622
EC419952;75008;2024-10-21;2024-12-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;4.01;Construction ou réhabilitation d'immeuble;EMPRISE_TROTTOIR;;887328;273983;"{""coordinates"": [[[2.2997357310785134, 48.867588830224854], [2.299724572152498, 48.86759741665768], [2.299756796085947, 48.86761354252484], [2.2997700378344668, 48.86760405723583], [2.2997357310785134, 48.867588830224854]]], ""type"": ""Polygon""}";48.867601115780936, 2.2997471530794034
EC420334;75009;2024-10-22;2025-01-24;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;9.29;Construction ou réhabilitation d'immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;887646;274238;"{""coordinates"": [[[2.33462211275299, 48.88301691443813], [2.334559738224743, 48.88303523699208], [2.3345699022232203, 48.88305032041082], [2.334632966723061, 48.883032000786876], [2.33462211275299, 48.88301691443813]]], ""type"": ""Polygon""}";48.8830336124175, 2.3345962468305266
EC420680;75018;2024-10-11;2024-11-18;Opérateurs de réseau (gaz-électricité-RATP-etc);ENEDIS;5.9;Travaux sur réseau électrique;EMPRISE_TROTTOIR;;887923;274444;"{""coordinates"": [[[2.33748209298459, 48.88414316113135], [2.3374766618939136, 48.88413584560462], [2.337405225184069, 48.88416094989001], [2.3374120201718576, 48.884169639050306], [2.33748209298459, 48.88414316113135]]], ""type"": ""Polygon""}";48.88415278961758, 2.337442920091006
EC420681;75018;2024-10-11;2024-11-18;Opérateurs de réseau (gaz-électricité-RATP-etc);ENEDIS;5.36;Travaux sur réseau électrique;EMPRISE_TROTTOIR;;887923;274444;"{""coordinates"": [[[2.3375272548998764, 48.88417528598509], [2.3375211396390356, 48.884167510714654], [2.337458016852633, 48.884190384828734], [2.337463429203537, 48.88419906633464], [2.3375272548998764, 48.88417528598509]]], ""type"": ""Polygon""}";48.884183195188506, 2.3374921369665382
EC420896;75004;2024-10-21;2024-12-20;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;13.42;Construction ou réhabilitation d'immeuble;EMPRISE_TROTTOIR;;887682;274270;"{""coordinates"": [[[2.3537125711029225, 48.85889263672372], [2.3536937079018743, 48.858898961596914], [2.3537505318228433, 48.858973177892125], [2.3537652546418064, 48.858964075944975], [2.3537125711029225, 48.85889263672372]]], ""type"": ""Polygon""}";48.858931692365104, 2.3537300350052996
EC420939;75018;2024-10-21;2025-11-01;Ville de Paris (Tvx sur espace ou édifice public);Direction de la Voirie et des Déplacements;106.71;Aménagement de voirie (VdP*);EMPRISE_TROTTOIR;;888133;274611;"{""coordinates"": [[[2.3326469977068727, 48.88647958663004], [2.3327833342869417, 48.886670913276404], [2.3328211785459345, 48.886627409595626], [2.3327957075045846, 48.88659448174124], [2.332812530646038, 48.88657476777299], [2.332732808710951, 48.886491677011755], [2.3326469977068727, 48.88647958663004]]], ""type"": ""Polygon""}";48.88656451202503, 2.33274639774398
EC421017;75009;2024-10-28;2024-11-29;Ville de Paris (Tvx sur espace ou édifice public);Direction de la Voirie et des Déplacements;16.39;Aménagement de voirie (VdP*);EMPRISE_TROTTOIR;;888211;274666;"{""coordinates"": [[[2.336974551997472, 48.87666383274684], [2.3369763852957193, 48.87668251222279], [2.337012292859827, 48.87668180096608], [2.337031715361532, 48.87667462210924], [2.3370442163913583, 48.87666877190936], [2.3370505335595446, 48.87666061034281], [2.3370561595011843, 48.87665244494791], [2.3370564145089814, 48.87663241094584], [2.3370377702017646, 48.87663276275792], [2.337036286152305, 48.87664095109031], [2.3370042422890815, 48.87666354122229], [2.336974551997472, 48.87666383274684]]], ""type"": ""Polygon""}";48.87666202136217, 2.337020613931939
EC421146;75012;2024-10-16;2024-11-30;Ville de Paris (Tvx sur espace ou édifice public);Direction de la Voirie et des Déplacements;134.88;Aménagement de voirie (VdP*);EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;888328;274753;"{""coordinates"": [[[2.3768945659597924, 48.846729112701645], [2.3769829754421035, 48.84660571189247], [2.376947611746012, 48.84656272373323], [2.37677709916597, 48.846628318781015], [2.3768945659597924, 48.846729112701645]]], ""type"": ""Polygon""}";48.846638190539956, 2.376890041843476
EC421227;75015;2024-10-21;2024-11-08;Ville de Paris (Tvx sur espace ou édifice public);Section de l'Assainissement de Paris;6.78;Travaux sur réseau d'assainissement (VdP*);EMPRISE_TROTTOIR;;888394;274798;"{""coordinates"": [[[2.2894534087173213, 48.837820017668], [2.2894713004662948, 48.837823311323675], [2.2894815912125543, 48.837776923459494], [2.289462257362135, 48.83777817476186], [2.2894534087173213, 48.837820017668]]], ""type"": ""Polygon""}";48.83779952657413, 2.289467319422615
EC421517;75009;2024-10-21;2024-11-01;Opérateurs de réseau (gaz-électricité-RATP-etc);GRDF;1.46;Travaux sur réseau de gaz;EMPRISE_CHAUSSEE;;888627;274973;"{""coordinates"": [[[2.3452371119865605, 48.87305163427653], [2.345257131724649, 48.8730515162496], [2.3452572433427465, 48.873042636792164], [2.3452368787011375, 48.87304275293247], [2.3452371119865605, 48.87305163427653]]], ""type"": ""Polygon""}";48.8730471224274, 2.3452470906157874
EC421770;75008;2024-10-28;2024-11-28;Opérateurs de réseau (gaz-électricité-RATP-etc);CIELIS;0.41;;EMPRISE_TROTTOIR;;888833;275129;"{""coordinates"": [[[2.2971763884389484, 48.873454282987254], [2.297180413327764, 48.873462958297175], [2.2971856063990512, 48.87346185021971], [2.297181242741491, 48.87345271785348], [2.2971763884389484, 48.873454282987254]]], ""type"": ""Polygon""}";48.87345796246132, 2.2971809432226267
EC203163;75013;2021-03-04;2025-01-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;48.42;Construction ou réhabilitation d'immeuble;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;GIG_GIC,STATIONNEMENT_PAYANT,ZONE_LIVRAISON;291283;137272;"{""coordinates"": [[[2.368951198833451, 48.82649140393753], [2.3688786105067936, 48.82661943707611], [2.368926184342254, 48.826620599197454], [2.3689931405053044, 48.826502098456125], [2.368951198833451, 48.82649140393753]]], ""type"": ""Polygon""}";48.82655839685685, 2.368936965643188
EC216646;75008;2021-06-14;2025-05-30;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;66.08;Construction ou réhabilitation d'immeuble;EMPRISE_TROTTOIR;;362862;146262;"{""coordinates"": [[[2.3114115802332527, 48.867058907180386], [2.3109616839164007, 48.866944298036245], [2.3109545536472997, 48.86696156131753], [2.3114058536461504, 48.86707435648556], [2.3114115802332527, 48.867058907180386]]], ""type"": ""Polygon""}";48.867008639960495, 2.3111788886469946
EC264065;75010;2022-03-28;2024-10-30;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;71.1;Construction ou réhabilitation d'immeuble;EMPRISE_CHAUSSEE;;563162;175876;"{""coordinates"": [[[2.362428662192926, 48.87203577262682], [2.3622373325982142, 48.87214695383233], [2.3622712659326286, 48.87217190598045], [2.362465918511911, 48.87206001395835], [2.362428662192926, 48.87203577262682]]], ""type"": ""Polygon""}";48.87210343784483, 2.36235126194089
EC296050;75015;2022-11-14;2024-10-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;89.53;Construction ou réhabilitation d'immeuble;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;662837;195408;"{""coordinates"": [[[2.3000557690611103, 48.82585788211648], [2.3000747721422434, 48.82585514769825], [2.3000630165079023, 48.82583174085613], [2.2996242247576943, 48.82602270872953], [2.299609355181262, 48.82603856047225], [2.2996230643788906, 48.82604490225189], [2.299844192732961, 48.825948858907], [2.299948126727102, 48.82591303704408], [2.3000557690611103, 48.82585788211648]]], ""type"": ""Polygon""}";48.825934948630106, 2.2998543261690663
EC296184;75010;2022-10-17;2026-04-30;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;946.07;Construction ou réhabilitation d'immeuble;EMPRISE_PISTE_CYCLABLE,EMPRISE_TROTTOIR;;695954;195855;"{""coordinates"": [[[2.35230247837791, 48.88374704008025], [2.352297894173465, 48.88378253338219], [2.3554126299155738, 48.88400215780377], [2.3554235837418633, 48.88396506011654], [2.3553644739521644, 48.883960195767244], [2.35230247837791, 48.88374704008025]]], ""type"": ""Polygon""}";48.883875361369185, 2.35387846147284
EC305306;75019;2022-12-19;2025-09-01;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;262.54;Construction ou réhabilitation d'immeuble;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;STATIONNEMENT_PAYANT;713159;201562;"{""coordinates"": [[[2.37449083674627, 48.891558205935944], [2.3741498301852735, 48.89128913343459], [2.3741109215813103, 48.89130896514286], [2.3741119459339757, 48.89133856804574], [2.374151695809769, 48.891392507525474], [2.374198611781049, 48.89142462734798], [2.3744168215266477, 48.89159743525792], [2.37449083674627, 48.891558205935944]]], ""type"": ""Polygon""}";48.89144669382155, 2.374289191456074
EC309073;75003;2023-02-13;2024-12-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;68.05;Construction ou réhabilitation d'immeuble;EMPRISE_CHAUSSEE;AUTRE,STATIONNEMENT_PAYANT;754285;204229;"{""coordinates"": [[[2.362916470554463, 48.86517168719818], [2.3629357454230817, 48.86515074157002], [2.3626479724617737, 48.86505328006908], [2.362626827671632, 48.86507664392182], [2.362916470554463, 48.86517168719818]]], ""type"": ""Polygon""}";48.865112242133435, 2.36277922273668
EC312072;75004;2023-03-06;2024-12-20;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;52.75;Construction ou réhabilitation d'immeuble;EMPRISE_CHAUSSEE;;768459;206108;"{""coordinates"": [[[2.3661781443779426, 48.85428726595084], [2.366191240467777, 48.85431693388531], [2.3663925462575697, 48.854275878875626], [2.366378756326169, 48.85424666236056], [2.3661781443779426, 48.85428726595084]]], ""type"": ""Polygon""}";48.85428172815394, 2.366285014856419
EC315486;75007;2022-12-26;2024-12-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;109.11;Construction ou réhabilitation d'immeuble;EMPRISE_TROTTOIR;DEUX_ROUES;783916;208366;"{""coordinates"": [[[2.316624106241297, 48.851729467763754], [2.316625680561571, 48.85176727229678], [2.316977737033357, 48.851756532326476], [2.3169734075788493, 48.851718256995994], [2.316624106241297, 48.851729467763754]]], ""type"": ""Polygon""}";48.85174289350083, 2.3168006616411048
